date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients,hosp_patients,weekly_hosp_admissions,daily_case_change_rate,daily_death_change_rate,hospitalization_rate,icu_rate,case_fatality_rate,7day_avg_new_cases,7day_avg_new_deaths,hospitalization_need,icu_requirement,hospitalization_need_num,icu_requirement_num
2022-03-06,78666637.0,44216.0,956840.0,1569.0,232542.11,2828.462,5492.0,27011.0,24766.0,0.0562384106691397,0.1642465855238984,0.0343360298979095,0.0069813585650038,1.2163224925961942,47501.28571428572,1382.571428571429,Medium,Medium,0,0
2022-03-07,78680929.0,14292.0,957162.0,322.0,232584.358,2829.414,5345.0,26401.0,23926.0,0.0181678034615868,0.0336524392792943,0.0335545097592836,0.0067932599016465,1.216510801492951,45877.0,1346.2857142857142,Low,Medium,0,0
2022-03-08,78689870.0,8941.0,957529.0,367.0,232610.788,2830.499,4988.0,25188.0,22709.0,0.0113636177325765,0.0383425167317549,0.0320092027093195,0.0063388082862508,1.2168389654221057,44558.71428571428,1347.2857142857142,Low,Medium,0,0
2022-03-09,78747147.0,57277.0,959059.0,1530.0,232780.101,2835.021,4743.0,24175.0,21485.0,0.0727882763054507,0.1597862832352858,0.0306995248983433,0.0060230753502726,1.2178968210746732,41850.142857142855,1237.0,Low,Medium,0,0
2022-03-10,78778319.0,31172.0,960794.0,1735.0,232872.247,2840.15,4440.0,22841.0,20450.0,0.0395849261688172,0.1809064927183833,0.0289940180114785,0.0056360684720881,1.2196172908944656,37186.28571428572,1203.2857142857142,Low,Medium,0,0
2022-03-11,78824429.0,46110.0,962751.0,1957.0,233008.551,2845.935,4174.0,21501.0,19560.0,0.0585313327135096,0.2036857016176204,0.027277076754974,0.0052953127005842,1.2213865830858095,36232.857142857145,1263.428571428571,Low,Medium,0,0
2022-03-12,78864027.0,39598.0,964009.0,1258.0,233125.604,2849.654,3882.0,20232.0,18764.0,0.0502356953324711,0.1306672234045978,0.0256542821481839,0.0049223963671041,1.2223684697206751,34515.142857142855,1248.2857142857142,Low,Medium,0,0
2022-03-13,78900969.0,36942.0,965446.0,1437.0,233234.806,2853.902,3777.0,19546.0,18008.0,0.0468426498180215,0.1490649983558244,0.0247728263007771,0.0047870134522682,1.2236174184375352,33476.0,1229.428571428571,Low,Medium,0,0
2022-03-14,78913128.0,12159.0,965952.0,506.0,233270.749,2855.397,3681.0,19020.0,17264.0,0.015410457126325,0.0524110100409551,0.0241024535233225,0.0046646231030152,1.2240700938885607,33171.28571428572,1255.7142857142858,Low,Medium,0,0
2022-03-15,78922254.0,9126.0,966147.0,195.0,233297.726,2855.974,3504.0,18519.0,16719.0,0.0115646157126099,0.0201873385012919,0.0234648645488508,0.0044398123753535,1.2241756298546669,33197.71428571428,1231.142857142857,Low,Medium,0,0
